brand_name,snack_name,snack_url,snack_taste_test,snack_smell_test,amazon_link
Lay's (224) ,Lay's Kettle Cooked 40% Less Fat Cream Cheese & Chive ,https://www.taquitos.net/chips/Lays-Kettle-Cooked-Cream-Cheese-Chive,"Taste test: These potato chips had very wiggly shapes with many bubbles embedded inside, generally a pale yellow color and lots of skin along their edges. The surfaces had a good smattering of green seasoning bits of various sizes.",Smell test: Mild chive and cream cheese smell. ,https://www.amazon.com/stores/page/3C9EC9AD-4964-4C7F-AA34-CF47E17E6D25/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=a2a7910eb447baf5a27f74d69b279662
Lay's (224) ,Lay's Kettle Cooked 40% Less Fat Jalapeño Cheddar ,https://www.taquitos.net/chips/Lays-Kettle-40-Percent-Less-Fat-Jalapeno-Cheddar,"Taste test: These potato chips had very wiggly shapes, with many bubbles embedded inside and an overall color ranging from yellow to a fairly bright orange. There were some green bits of seasoning unevenly spread across the surfaces.",Smell test: Mild cheese smell. No jalapeno. ,https://www.amazon.com/stores/page/3C9EC9AD-4964-4C7F-AA34-CF47E17E6D25/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=a2a7910eb447baf5a27f74d69b279662
Lay's (224) ,Lay's Kettle Cooked 40% Less Fat Sun-Dried Tomato & Parmesan ,https://www.taquitos.net/chips/Lays-Kettle-Cooked-Less-Fat-Sun-Dried-Tomato-Parmesan,"Taste test: These potato chips had very wiggly shapes, with a golden yellow color, mostly green seasoning powder with some orange mixed in, and a good helping of skin around the edges.",Smell test: Tangy tomato and cheese smell. ,https://www.amazon.com/stores/page/3C9EC9AD-4964-4C7F-AA34-CF47E17E6D25/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=a2a7910eb447baf5a27f74d69b279662
Lay's (224) ,Lay's Kettle Cooked Classic Beer Cheese ,https://www.taquitos.net/chips/Lays-Kettle-Cooked-Classic-Beer-Cheese,"Taste test: These potato chips had wiggly shapes, many folded-over, and a nice golden yellow color, with a light smattering of small, dark seasoning bits.","Smell test: Very nice cheese smell, but not at all like beer. ",https://www.amazon.com/stores/page/3C9EC9AD-4964-4C7F-AA34-CF47E17E6D25/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=a2a7910eb447baf5a27f74d69b279662
Lay's (224) ,Lay's Kettle Cooked Creamy Queso & Salsa ,https://www.taquitos.net/chips/Lays_Kettle_Cooked_Queso_Salsa,"Taste test: The potato chips had a wiggly shape, with many small pieces in the bag.",Smell test: Remotely salsa-like smell. OK. ,https://www.amazon.com/stores/page/3C9EC9AD-4964-4C7F-AA34-CF47E17E6D25/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=a2a7910eb447baf5a27f74d69b279662
Lay's (224) ,Lay's Kettle Cooked Crinkle Cut Original ,https://www.taquitos.net/chips/Lays-Kettle-Cooked-Crinkle-Cut-Potato-Chips,Taste test: These chips had a combination that's very rare in the snack business: they were both kettle-cooked and rippled.,Smell test: The same oily smell that's typical of kettle-cooked chips. ,https://www.amazon.com/stores/page/3C9EC9AD-4964-4C7F-AA34-CF47E17E6D25/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=a2a7910eb447baf5a27f74d69b279662
Lay's (224) ,Lay's Kettle Cooked Everything Bagel with Cream Cheese ,https://www.taquitos.net/chips/Lays-Everything-Bagel,"Taste test: Lay's always makes some flavors you'd never expect on a potato chip for their annual ""Do Us A Flavor"" contest, but Everything Bagel is even farther from my expectations than usual! Luckily, I've eaten lots of everything bagels with cream cheese, so I'm in a good position to judge whether they got this flavor right. (The other two flavors in the current promotion are Fried Green Tomato and Crispy Taco.)","Smell test: Mostly like potato. Couldn't really smell ""everything."" ",https://www.amazon.com/stores/page/3C9EC9AD-4964-4C7F-AA34-CF47E17E6D25/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=a2a7910eb447baf5a27f74d69b279662
Lay's (224) ,Lay's Kettle Cooked Extra Crunchy Jalapeño Potato Chips ,https://www.taquitos.net/snacks.php?snack_code=1113,Taste test: These are very crisp kettle-style chips with a kind of weak jalapeño flavor and minimal jalapeño heat.,Smell test: Good medium-strength jalapeño smell. ,https://www.amazon.com/stores/page/3C9EC9AD-4964-4C7F-AA34-CF47E17E6D25/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=a2a7910eb447baf5a27f74d69b279662
Lay's (224) ,Lay's Kettle Cooked Flamin' Hot ,https://www.taquitos.net/chips/Lays-Kettle-Cooked-Flamin-Hot,"Taste test: For years, on and off, there was a Flamin' Hot version of Lay's, and now they've brought the flavor to the crunchier Kettle Cooked chips. The chips had wiggly shapes with lots of bubbles embedded inside, with various levels of reddish orange seasoning, allowing select areas of the paler yellow chip surfaces to show through.","Smell test: Just mildly hot, can smell the potato too. ",https://www.amazon.com/stores/page/3C9EC9AD-4964-4C7F-AA34-CF47E17E6D25/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=a2a7910eb447baf5a27f74d69b279662
Lay's (224) ,Lay's Kettle Cooked Four Cheese Extra Crunchy Potato Chips ,https://www.taquitos.net/chips/Lays_Kettle_Cooked_Four_Cheese_Extra_Crunchy_Potato_Chips,"Taste test: This bag contained generally smallish, wiggly chips, some folder over or stuck together, with lots of small green specks on them.",Smell test: More like herbs than cheese. ,https://www.amazon.com/stores/page/3C9EC9AD-4964-4C7F-AA34-CF47E17E6D25/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=a2a7910eb447baf5a27f74d69b279662
Lay's (224) ,Lay's Kettle Cooked Garden Tomato & Asiago ,https://www.taquitos.net/chips/Lays-Kettle-Cooked-Tomato-Asiago,"Taste test: These potato chips had a strong yellow color and wiggly shapes, including some folded-over chips, with lots of red and green seasoning on the surfaces.",Smell test: Strong tomato smell. ,https://www.amazon.com/stores/page/3C9EC9AD-4964-4C7F-AA34-CF47E17E6D25/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=a2a7910eb447baf5a27f74d69b279662
Lay's (224) ,Lay's Kettle Cooked Greektown Gyro ,https://www.taquitos.net/chips/Lays-Greektown-Gyro,"Taste test: This entry in the Lay's Do Us A Flavor promotion (released alongside Truffles Fries, New York Reuben and Southern Biscuits and Gravy) promised to taste like a sandwich stuffed with the tasty Greek meat and lots of fixin's.",Smell test: Weird. Weird. Weird. ,https://www.amazon.com/stores/page/3C9EC9AD-4964-4C7F-AA34-CF47E17E6D25/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=a2a7910eb447baf5a27f74d69b279662
Lay's (224) ,Lay's Kettle Cooked Harvest Ranch ,https://www.taquitos.net/chips/Lays-Kettle-Cooked-Harvest-Ranch,"Taste test: These potato chips were generally smallish and had wiggle shapes, and there appeared to be a fairly generous helping of ranch seasonong on them.","Smell test: Smells almost like salt and pepper chips, not really ramch. ",https://www.amazon.com/stores/page/3C9EC9AD-4964-4C7F-AA34-CF47E17E6D25/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=a2a7910eb447baf5a27f74d69b279662
Lay's (224) ,Lay's Kettle Cooked Honey Chipotle ,https://www.taquitos.net/chips/Lays-Kettle-Cooked-Honey-Chipotle,"Taste test: These potato chips had wiggly shapes and a light orange color, with a smattering of dark seasoning bits.",Smell test: Nice sweet smell with some mild peppers. ,https://www.amazon.com/stores/page/3C9EC9AD-4964-4C7F-AA34-CF47E17E6D25/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=a2a7910eb447baf5a27f74d69b279662
Lay's (224) ,Lay's Kettle Cooked Indian Tikka Masala ,https://www.taquitos.net/chips/Lays-Passport-to-Flavor-India-Tikka-Masala,"Taste test: This Lay's flavor — part of the ""Passport to Flavor"" promotion, along with Brazilian Picanha — wasn't even the first masala-flavored Lay's, as we've eaten. However, Magic Masala and India's Lime 'n' Masala were imported from India, whereas this one was made for the American market.",Smell test: Zesty mix of Indian spice. Strong. ,https://www.amazon.com/stores/page/3C9EC9AD-4964-4C7F-AA34-CF47E17E6D25/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=a2a7910eb447baf5a27f74d69b279662
Lay's (224) ,Lay's Kettle Cooked Lattice Cut Aged Cheddar & Black Pepper ,https://www.taquitos.net/chips/Lays-Lattice-Cut-Cheddar-Black-Pepper,"Taste test: These cross-rippled potato chips (introduced by Lay's along with a garlic & sea salt flavor) had a middling level of bits of black pepper adhering mostly inside the ripples, with some nearly-white cheese powder on the surfaces too, for an overall color that was a fairly pale shade of yellow.","Smell test: Mild pepper and even milder cheddar, but pretty nice! ",https://www.amazon.com/stores/page/3C9EC9AD-4964-4C7F-AA34-CF47E17E6D25/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=a2a7910eb447baf5a27f74d69b279662
Lay's (224) ,Lay's Kettle Cooked Lattice Cut Roasted Garlic & Sea Salt ,https://www.taquitos.net/chips/Lays-Lattice-Cut-Garlic-Sea-Salt,"Taste test: This new line of potato chips from Lay's had a two-way ripple cut that followed in in the footsteps of similar chips from Herr's (who use the name waffle cut) and Cape Cod (using the same name lattice cut). The double ripples seemed a bit narrower and less deep than the Herr's and Cape Cod versions, so there were fewer and smaller holes where the opposing-angle top and bottom ripples intercepted. The chips had a light yellow color with some bits of dark skin on some of the edges.","Smell test: Mild, sweet garlic smell. Nice. ",https://www.amazon.com/stores/page/3C9EC9AD-4964-4C7F-AA34-CF47E17E6D25/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=a2a7910eb447baf5a27f74d69b279662
Lay's (224) ,Lay's Kettle Cooked Medleys Sea Salt ,https://www.taquitos.net/chips/Lays-Kettle-Cooked-Medleys-Sea-Salt,"Taste test: These chips appeared to have the same three colors of potatoes — dark purple, light purple and yellow — as the Old Glories from Saratoga chips, but thankfully Lay's played the color combination as a ""medley"" rather than claiming it was red, white and blue like Saratoga did.","Smell test: Nice rich potato smell, a lot like Kettle Chips brand. ",https://www.amazon.com/stores/page/3C9EC9AD-4964-4C7F-AA34-CF47E17E6D25/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=a2a7910eb447baf5a27f74d69b279662
Lay's (224) ,Lay's Kettle Cooked Olive Oil & Herbs ,https://www.taquitos.net/chips/Lays-Olive-Oil-Herbs,"Taste test: This new flavor was part of the Lay's Flavor Swap promotion, pitting it against the (also kettle-cooked) Sea Salt & Cracked Pepper flavor for survival on the chip aisle shelf.","Smell test: Definitely different from Salt & Pepper chips, a nice mild olive oil and herb smell. ",https://www.amazon.com/stores/page/3C9EC9AD-4964-4C7F-AA34-CF47E17E6D25/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=a2a7910eb447baf5a27f74d69b279662
Lay's (224) ,Lay's Kettle Cooked Olive Oil & Herbs Lightly Salted ,https://www.taquitos.net/chips/Lays-Kettle-Cooked-Olive-Oil-Herbs-Lightly-Salted,"Taste test: A year ago, Lay's introduced several pairs of ""Flavor Swap"" varieties — one existing flavor and a new one sold concurrently and often displayed on the same shelf — with the claim that one of each pair would stay and the other be eliminated, based on an online vote. Brand-new Olive Oil & Herbs was pitted against longtime flavor Sea Salt & Cracked Pepper. But this reappearing flavor added the large words ""Lighted Salted"" to the bag, so it would be a bit inconsistent for this to be the result of the flavor swap. Plus, they're still selling Sea Salt & Cracked Pepper.",Smell test: Very nice mix of herbs. Mmmm. ,https://www.amazon.com/stores/page/3C9EC9AD-4964-4C7F-AA34-CF47E17E6D25/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=a2a7910eb447baf5a27f74d69b279662
Lay's (224) ,Lay's Kettle Cooked Sea Salt & Cracked Pepper ,https://www.taquitos.net/chips/Lays-Kettle-Sea-Salt-Cracked-Pepper,"Taste test: These chips were fairly pale yellow in color and very wiggly, with bits of skin around the edges and many bits of black pepper on the surfaces.","Smell test: Strong, sharp, fresh pepper smell. Good. ",https://www.amazon.com/stores/page/3C9EC9AD-4964-4C7F-AA34-CF47E17E6D25/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=a2a7910eb447baf5a27f74d69b279662
Lay's (224) ,Lay's Kettle Cooked Sea Salt & Vinegar Extra Crunchy Potato Chips ,https://www.taquitos.net/chips/Lays_Kettle_Cooked_Sea_Salt_Vinegar,"Taste test: These potato chips and had the wiggly shape typical of kettle-cooked potato chips, and upon biting in, there was a good crunch and a definite vinegar flavor, but not a very strong one.",Smell test: Medium-strength vinegar smell but not a real zing. Decent. ,https://www.amazon.com/stores/page/3C9EC9AD-4964-4C7F-AA34-CF47E17E6D25/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=a2a7910eb447baf5a27f74d69b279662
Lay's (224) ,Lay's Kettle Cooked Spicy Cayenne & Cheese ,https://www.taquitos.net/chips/Lays-Kettle-Cooked-Spicy-Cayenne-Cheese,"Taste test: These chips were smallish, wiggly and had a mild orange glow, with bits of green seasoning.","Smell test: Mild spicy cheese smell, very good. ",https://www.amazon.com/stores/page/3C9EC9AD-4964-4C7F-AA34-CF47E17E6D25/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=a2a7910eb447baf5a27f74d69b279662
Lay's (224) ,Lay's Kettle Cooked Sweet Chili & Sour Cream ,https://www.taquitos.net/chips/Lays_Kettle_Cooked_Sweet_Chili_Sour_Cream,"Taste test: These kettle-cooked potato chips had a good crunch and an excellent flavoring, as they were easily the best we've tried among the Lay's Kettle Cooked lineup.",Smell test: Very nice potato smell with some peppers. Reminds me of Kettle Chips. ,https://www.amazon.com/stores/page/3C9EC9AD-4964-4C7F-AA34-CF47E17E6D25/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=a2a7910eb447baf5a27f74d69b279662
Lay's (224) ,Lay's Kettle Cooked Sweet Chili & Sour Cream 40% Less Fat ,https://www.taquitos.net/chips/Lays-Kettle-Cooked-Sweet-Chili-Sour-Cream-40-Percent-Less-Fat,"Taste test: This wasn't exactly a new Lay's flavor, as we gave an extremely positive review to the Kettle Cooked Sweet Chili & Sour Cream chips almost nine years ago, but this time they brought it back in a ""40% less fat"" version, so we needed to see if it was as good as the ""100% as much fat"" version.","Smell test: Very nice, really can smell the spicy chilies and sour cream. ",https://www.amazon.com/stores/page/3C9EC9AD-4964-4C7F-AA34-CF47E17E6D25/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=a2a7910eb447baf5a27f74d69b279662
Lay's (224) ,Lay's Kettle Cooked Wasabi Ginger ,https://www.taquitos.net/chips/Lays-Wasabi-Ginger,"Taste test: This bold flavor from Lay's was one of four finalists in the ""Do Us A Flavor"" promotion, along with Cheddar Bacon Mac & Cheese, Mango Salsa and Cappuccino.",Smell test: Very mild ginger smell. That's all. ,https://www.amazon.com/stores/page/3C9EC9AD-4964-4C7F-AA34-CF47E17E6D25/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=a2a7910eb447baf5a27f74d69b279662
Lay's (224) ,Lay's Kimchi ,https://www.taquitos.net/chips/Lays-Kimchi,Taste test: This unusual flavor from Lay's came in gently curving shapes with very narrow ripples. The chips had a light orange color overall but no bits of seasoning powder visible.,"Smell test: Really nice, wow! ",https://www.amazon.com/stores/page/3C9EC9AD-4964-4C7F-AA34-CF47E17E6D25/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=a2a7910eb447baf5a27f74d69b279662
Lay's (224) ,Lay's Korean Spicy Pork ,https://www.taquitos.net/chips/Lays-Korean-Spicy-Pork,"Taste test: These potato chips from Taiwan looked a lot like regular Lay's, with gently curving shapes and a nice yellow color, and it took a very close look to see the very light application of tiny seasoning powder. One of the chips was quite big, and several others were also larger than your typical American Lay's in a small bag.","Smell test: Nice tangy smell, maybe remotely pork-like. ",https://www.amazon.com/stores/page/3C9EC9AD-4964-4C7F-AA34-CF47E17E6D25/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=a2a7910eb447baf5a27f74d69b279662
Lay's (224) ,Lay's Kosher for Passover Salted Potato Chips ,https://www.taquitos.net/chips/Lays-Kosher-for-Passover,"Taste test: Passover is a time of year when some rarely-spotted potato chip brands such as Glicks, Manischewitz and Lieber's suddenly appear in supermarkets, but this was the first time that I found a special version of Lay's. These potato chips had a bright yellow color, with some more golden yellow spots on a few chips, and there was almost no skin around the edges. The chips had just a bit of wiggle to them.",Smell test: Very nice potato smell. ,https://www.amazon.com/stores/page/3C9EC9AD-4964-4C7F-AA34-CF47E17E6D25/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=a2a7910eb447baf5a27f74d69b279662
Lay's (224) ,Lay's Kyushu Seaweed ,https://www.taquitos.net/chips/Lays-Kyusku-Seaweed,Taste test: These potato chips had a pale yellow color and a lot of bits of green seaweed on their surfaces.,Smell test: Nice mild mix of spices. Only vaguely seaweed-like. ,https://www.amazon.com/stores/page/3C9EC9AD-4964-4C7F-AA34-CF47E17E6D25/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=a2a7910eb447baf5a27f74d69b279662
Lay's (224) ,Lay's Lightly Salted Potato Chips ,https://www.taquitos.net/snacks.php?snack_code=2736,"Taste test: The regular variety of Lay's is a salty and somewhat greasy chip, so we were eager to try the lightly salted version.","Smell test: Smells like potato chips, but with less salt. ",https://www.amazon.com/stores/page/3C9EC9AD-4964-4C7F-AA34-CF47E17E6D25/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=a2a7910eb447baf5a27f74d69b279662
Lay's (224) ,Lay's Lime & Sea Salt ,https://www.taquitos.net/chips/Lays-Lime-Sea-Salt,"Taste test: These potato chips had a pale yellow color, with somewhat wiggly shapes, some bubbles embedded inside and many smallish green bits scattered over the surfaces. For some reason, I was feeling lime-skepical, so I decided to check out the ingredients before opening the bag. Lime was not actually among them!",Smell test: Kind of a mild lime juice smell. ,https://www.amazon.com/stores/page/3C9EC9AD-4964-4C7F-AA34-CF47E17E6D25/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=a2a7910eb447baf5a27f74d69b279662
Lay's (224) ,Lay's Lime Flavor ,https://www.taquitos.net/chips/Lays-Lime-Flavor,"Taste test: These potato chips from China had gently curving shapes, many of them nearly flat, with a strong yellow color and the very sparsest application of green seasoning bits, hard to notice until we looked closely. Some of the chips had areas of browning on the edges.","Smell test: Very slight lime smell, not sharp at all. ",https://www.amazon.com/stores/page/3C9EC9AD-4964-4C7F-AA34-CF47E17E6D25/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=a2a7910eb447baf5a27f74d69b279662
Lay's (224) ,Lay's Limón Tangy Lime Flavored Potato Chips ,https://www.taquitos.net/snacks.php?snack_code=550,Taste test: Absolutely awful.,From the package:  “We've blended a unique sweet and sour seasoning combination with real tangy lime and put it on a crispy LAY'S® brand potato chip to create an irresistible snacking experience.” ,https://www.amazon.com/stores/page/3C9EC9AD-4964-4C7F-AA34-CF47E17E6D25/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=a2a7910eb447baf5a27f74d69b279662
Lay's (224) ,Lay's Lobster Hot Plate ,https://www.taquitos.net/chips/Lays-Thailand-Lobster-Hot-Plate,"Taste test: This Thailand-produced version of Lay's Potato Chips had a very light orange color, with a very, very sparse amount of flavor seasoning visible, just a few tiny dark orange specks per chip.","Smell test: Kind of weird mix of spices. Not really lobstery, and not really fishy either. ",https://www.amazon.com/stores/page/3C9EC9AD-4964-4C7F-AA34-CF47E17E6D25/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=a2a7910eb447baf5a27f74d69b279662
Lay's (224) ,Lay's Max Seafood Platter ,https://www.taquitos.net/chips/Lays-Max-Seafood-Platter,"Taste test: This version of Lay's consisted of narrow-rippled potato chips with a pale yellow color and what appeared to be a typical sour cream and onion seasoning, with little bits of green scattered among the ripples.","Smell test: Not much, just some very mild spices. ",https://www.amazon.com/stores/page/3C9EC9AD-4964-4C7F-AA34-CF47E17E6D25/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=a2a7910eb447baf5a27f74d69b279662
Lay's (224) ,Lay's Maxx Hot 'n' Sour Punch ,https://www.taquitos.net/chips/Lays-Maxx-Hot-n-Sour-Punch,"Taste test: This rippled version of Lay's from India featured deep, wide, angular ripples, with a strong orange color on the surfaces and an occasional bit of dark skin along the edges.","Smell test: Very tangy and sweet, maybe a bit citrusy. ",https://www.amazon.com/stores/page/3C9EC9AD-4964-4C7F-AA34-CF47E17E6D25/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=a2a7910eb447baf5a27f74d69b279662
Lay's (224) ,Lay's Maxx Macho Chilli Potato Chips ,https://www.taquitos.net/chips/Lays-Maxx-Macho-Chilli,"Taste test: This version of Lay's from India had ripples — and wide ones — but they were indeed labeled as Lay's, not Ruffles. The chips had a golden yellow color, without much seasoning powder visible.","Smell test: Tangy, sweet barbecue smell. ",https://www.amazon.com/stores/page/3C9EC9AD-4964-4C7F-AA34-CF47E17E6D25/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=a2a7910eb447baf5a27f74d69b279662
Lay's (224) ,Lay's Maxx Sizzling Barbeque ,https://www.taquitos.net/chips/Lays-Maxx-Sizzling-Barbeque,"Taste test: These potato chips from India had wide, deep, angular ripples, with a light orange color on most of the surfaces, plus some darker orange spots here and there.",Smell test: Nice strong barbecue smell. Lots of paprika. ,https://www.amazon.com/stores/page/3C9EC9AD-4964-4C7F-AA34-CF47E17E6D25/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=a2a7910eb447baf5a27f74d69b279662
Lay's (224) ,Lay's Mediterranee ,https://www.taquitos.net/chips/Lays-Mediterranee,"Taste test: These potato chips had a light yellow color and somewhat wiggly shapes, with just a slight smattering (lighter than pictured on the bag) of green and red seasoning bits.","Smell test: So nice! Just a perfect blend of olive oil, herbs and spices. ",https://www.amazon.com/stores/page/3C9EC9AD-4964-4C7F-AA34-CF47E17E6D25/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=a2a7910eb447baf5a27f74d69b279662
Lay's (224) ,Lay's Memphis Barbecue Flavored Potato Chips ,https://www.taquitos.net/snacks.php?snack_code=1027,Taste test: These are pretty good barbecue chips.,Smell test: Nice sweet barbecue smell. ,https://www.amazon.com/stores/page/3C9EC9AD-4964-4C7F-AA34-CF47E17E6D25/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=a2a7910eb447baf5a27f74d69b279662
Lay's (224) ,Lay's Mexican Tomato Chicken Flavor ,https://www.taquitos.net/chips/Lays-Mexican-Tomato-Chicken,"Taste test: I've enjoyed lots of Mexican food in my time, including many dishes that included tomato and chicken, but the term ""Mexican Tomato Chicken"" was brand new to me when I spotted this bag of Lay's from China. I opened the bag to find that the chips had somewhat wiggly shapes with lots of bubbles embedded inside, with a pale yellow color generally, plus lots of browning in various places, particularly near the edges. I had to look very closely to notice some very sparsely applied orange seasoning bits.","Smell test: Kind of like a standard BBQ chip smell, maybe a hint of chicken. ",https://www.amazon.com/stores/page/3C9EC9AD-4964-4C7F-AA34-CF47E17E6D25/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=a2a7910eb447baf5a27f74d69b279662
Lay's (224) ,Lay's Mieng Kam Krob Ros  ,https://www.taquitos.net/chips/Lays-Mieng-Kam-Krob-Ros,"Taste test: These chips had a flavor based on a Thai dish called Mieng Kam Krob Ros, but when I Googled it, most things were about this very snack, so the circular reference didn't help me to understand the intended flavor. The picture on the bag provided some clues, as it showed sliced limes, green and red peppers, cheese cubes and shrimp. The chips had curvy, somewhat bumpy shapes with a bright yellow color, plus a smattering of green bits.","Smell test: Very mild. Could mostly smell the potato, with maybe a slight hint of something fishy. ",https://www.amazon.com/stores/page/3C9EC9AD-4964-4C7F-AA34-CF47E17E6D25/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=a2a7910eb447baf5a27f74d69b279662
Lay's (224) ,Lay's Miyazaki Fried Chicken ,https://www.taquitos.net/chips/Lays-Miyazaki-Fried-Chicken,"Taste test: These potato chips from China were generally roundish and large, with some bumps and bubbles on the surfaces, showing a light yellow color generally, plus a light smattering of dark seasoning bits of various colors. There was some light potato skin on many areas of the edges.","Smell test: Strong, tangy mix of seasonings. Could pass for a heavily seasoned chicken. ",https://www.amazon.com/stores/page/3C9EC9AD-4964-4C7F-AA34-CF47E17E6D25/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=a2a7910eb447baf5a27f74d69b279662
Lay's (224) ,Lay's Namtok Hotpot Flavor ,https://www.taquitos.net/chips/Lays-Namtok-Hotpot,"Taste test: This Lay's flavor from Thailand promised a Namtok flavor, which is apparently a spicy beef salad from northeastern Thailand. The chips had a a light orange/yellow color, with gently curving surfaces and not much in the way of seasoning visible.",Smell test: Nice mix of meat and spices. ,https://www.amazon.com/stores/page/3C9EC9AD-4964-4C7F-AA34-CF47E17E6D25/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=a2a7910eb447baf5a27f74d69b279662
