brand_name,snack_name,snack_url,snack_taste_test,snack_smell_test,amazon_link
Cheetos (111) ,Cheetos Popcorn Cheddar ,https://www.taquitos.net/popcorn/Cheetos-Popcorn-Cheddar,"Taste test: The name confusion on Frito-Lay products continues with this one, as we've seen something called Cheetos Popcorn before, but it was not the same thing as this — it was freshly popped cheddar popcorn mixed with Crunchy Cheetos, sold at the ballpark. We've also seen Chester Cheetah's face on bags of popcorn before, but it was labeled as Chester's Popcorn, with no mention of Cheetos anywhere on the bag. This seemed to be the practice (until now) for things that weren't Cheetos but had enough cheese to satisfy the notorious cheesaholic Chester.",Smell test: Strong cheddar popcorn smell. ,https://www.amazon.com/stores/page/4C61C732-41D9-4C31-94CA-253662495575/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=ace9356f1644123b63917f2365fcf1fb
Cheetos (111) ,Cheetos Popcorn Flamin' Hot ,https://www.taquitos.net/popcorn/Cheetos-Popcorn-Flamin-Hot,"Taste test: This popcorn, much like the cheddar flavor of Cheetos Popcorn, seemed to signal a transition of non-cheese puff cheese products from the Chester's brand to the Cheetos brand, which also happens to have Chester Cheetah as its mascot.","Smell test: Nice cheese smell, but couldn't really smell the heat. ",https://www.amazon.com/stores/page/4C61C732-41D9-4C31-94CA-253662495575/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=ace9356f1644123b63917f2365fcf1fb
Cheetos (111) ,Cheetos Puffs ,https://www.taquitos.net/cheese_puffs/Cheetos,Taste test: These are your standard thick cheese puffs.,Smell test: Good cheese smell. ,https://www.amazon.com/stores/page/4C61C732-41D9-4C31-94CA-253662495575/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=ace9356f1644123b63917f2365fcf1fb
Cheetos (111) ,Cheetos Puffs Cheezy Pizza ,https://www.taquitos.net/snacks.php?snack_code=2867,Taste test: These puffs were noticeably redder in color than the standard Cheetos.,"Smell test: Definitely different from regular Cheetos. You can smell Italian spices and some tomato, nice. ",https://www.amazon.com/stores/page/4C61C732-41D9-4C31-94CA-253662495575/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=ace9356f1644123b63917f2365fcf1fb
Cheetos (111) ,Cheetos Puffs Flamin' Hot ,https://www.taquitos.net/cheese_puffs/Cheetos-Puffs-Flamin-Hot,"Taste test: This version of Cheetos Puffs had the usual shape but a much different color, as the seasoning was a deep, bright shade of dark red.","Smell test: Not really cheesy, but not hot either. sneers sort of like tomato sauce. ",https://www.amazon.com/stores/page/4C61C732-41D9-4C31-94CA-253662495575/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=ace9356f1644123b63917f2365fcf1fb
Cheetos (111) ,Cheetos Puffs Honey BBQ ,https://www.taquitos.net/cheese_puffs/Cheetos-Puffs-Honey-BBQ,"Taste test: This new flavor of Cheetos had the same thick, puffy shape as the regular Cheetos puffs but looked different, as the orange was slightly darker and didn't have the bright glow that we've come to expect from Cheetos.","Smell test: Nice,  ",https://www.amazon.com/stores/page/4C61C732-41D9-4C31-94CA-253662495575/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=ace9356f1644123b63917f2365fcf1fb
Cheetos (111) ,Cheetos Puffs Winter White Cheddar ,https://www.taquitos.net/cheese_puffs/Cheetos-Puffs-Winter-White-Cheddar,Taste test: These cheese puffs were as thick as the normal Cheetos Puffs and had sort of a very pale yellow (though not quite white) color. It looked like the cheese powder was closer to being white than the slightly-yellower underlying puffs.,Smell test: Pretty good cheese smell. ,https://www.amazon.com/stores/page/4C61C732-41D9-4C31-94CA-253662495575/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=ace9356f1644123b63917f2365fcf1fb
Cheetos (111) ,Cheetos Requeijão ,https://www.taquitos.net/snacks.php?snack_code=213,Taste test: All thumbs are up on these delicious snacks.,Smell test: These smell like Smartfood popcorn. ,https://www.amazon.com/stores/page/4C61C732-41D9-4C31-94CA-253662495575/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=ace9356f1644123b63917f2365fcf1fb
Cheetos (111) ,Cheetos Salsa con Queso ,https://www.taquitos.net/cheese_puffs/Cheetos-Salsa-con-Queso,"Taste test: This version of Crunchy Cheetos had a much less bright color of orange, and there were also some bits of green scattered over the surfaces of the curls. The illustration on the bag depicted Chester Cheetah tossing a tomato, a lime and a jalapeno into a bowl of queso sauce, so I was expecting some strong flavor and heat.",Smell test: Nice slightly spicy cheese smell. Reminds me of a Chinese restaurant for some reason. ,https://www.amazon.com/stores/page/4C61C732-41D9-4C31-94CA-253662495575/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=ace9356f1644123b63917f2365fcf1fb
Cheetos (111) ,Cheetos Snowflakes White Cheddar ,https://www.taquitos.net/cheese_puffs/Cheetos-Snowflakes-White-Cheddar,"Taste test: After selling Giant Cheetos Snowballs in some previous years, which were notable more for their size than shape, Chester Cheetah decided to try some special shapes for this year's winter edition. There were four different shapes in the bag, but only one of them had the six-way symmetry that makes up an actual snowflake. The surfaces had a light yellow color, with a fairly even, light coating of off-white cheese powder. They looked wintery.",Smell test: Nice strong white cheddar smell. ,https://www.amazon.com/stores/page/4C61C732-41D9-4C31-94CA-253662495575/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=ace9356f1644123b63917f2365fcf1fb
Cheetos (111) ,Cheetos Stars Summertime Ranch ,https://www.taquitos.net/cheese_puffs/Cheetos-Stars-Summertime-Ranch,"Taste test: This new shape from Cheetos consisted of small, five-pointed stars with a bright yellow base and lots of smallish green and orange seasoning bits on the surfaces.","Smell test: Strong creamy ranch smell, like ranch dressing. ",https://www.amazon.com/stores/page/4C61C732-41D9-4C31-94CA-253662495575/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=ace9356f1644123b63917f2365fcf1fb
Cheetos (111) ,Cheetos Sweetos Caramel Puffs ,https://www.taquitos.net/candy/Cheetos-Sweetos-Caramel,"Taste test: When the original cinnamon flavor of Sweetos was announced, it was big news, earning headlines as the first-ever sweet version of Cheetos. They were quite good, but they didn't exactly change the world as much as some expected. As a Chief Snacks Officer, I have a pretty good memory for snacks, but when I saw this new flavor on the snack shelf of my 5th-favorite supermarket, I was only about 70% sure it was a new flavor ... until I noticed the bag of cinnamon ones right next to it.",Smell test: Nice buttery caramel smell. Sweet! ,https://www.amazon.com/stores/page/4C61C732-41D9-4C31-94CA-253662495575/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=ace9356f1644123b63917f2365fcf1fb
Cheetos (111) ,Cheetos Sweetos Cinnamon Sugar Puffs ,https://www.taquitos.net/candy/Cheetos-Sweetos-Cinnamon-Sugar,"Taste test: We've eaten many different varieties of Cheetos over the years, and although the 78 kinds that we reviewed before this one varied quite a bit in size, texture, color, shape and flavor, the one thing that they all had in common as members of the Cheetos brand was cheese. This bag of Sweetos marked the major departure of being officially branded Cheetos that didn't have any cheese.",Smell test: Smells like cinnamon toast. Nice. ,https://www.amazon.com/stores/page/4C61C732-41D9-4C31-94CA-253662495575/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=ace9356f1644123b63917f2365fcf1fb
Cheetos (111) ,Cheetos Torciditos ,https://www.taquitos.net/cheese_puffs/Sabritas-Cheetos-Torciditos,"Taste test: This Mexican version of Crunchy Cheetos looked mostly like the American version, except in color, as the curls were overall medium-orange in color (not quite as bright as we've come to expect) with some very small, much darker spots on them.",Smell test: Good cheese smell. ,https://www.amazon.com/stores/page/4C61C732-41D9-4C31-94CA-253662495575/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=ace9356f1644123b63917f2365fcf1fb
Cheetos (111) ,Cheetos Twisted Cheese Flavored Snacks ,https://www.taquitos.net/snacks.php?snack_code=1486,Taste test: These are giant cheese puffs (or curls) that are twisted around like a spring.,Smell test: Smells like a bag of Cheetos. ,https://www.amazon.com/stores/page/4C61C732-41D9-4C31-94CA-253662495575/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=ace9356f1644123b63917f2365fcf1fb
Cheetos (111) ,Cheetos Twisted Holiday Green ,https://www.taquitos.net/snacks.php?snack_code=2902,"Taste test: These spiral-shaped Cheetos had a nice texture, slightly more dense than Cheetos Puffs, but without the crunch you get from Cheetos Crunchy.",Smell test: Nice mild cheese smell. ,https://www.amazon.com/stores/page/4C61C732-41D9-4C31-94CA-253662495575/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=ace9356f1644123b63917f2365fcf1fb
Cheetos (111) ,Cheetos Twisted Star Wars Episode III ,https://www.taquitos.net/snacks.php?snack_code=2903,Taste test: These spiral-shaped cheese puffs were fairly dense but crisp and a had a good cheese taste with a mild crunch.,Smell test: Not much. ,https://www.amazon.com/stores/page/4C61C732-41D9-4C31-94CA-253662495575/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=ace9356f1644123b63917f2365fcf1fb
Cheetos (111) ,Cheetos Whirlz ,https://www.taquitos.net/snacks.php?snack_code=214,Taste test: The latest shape of the popular Cheetos snacks looks kind of like a throwing star.,Smell test: Mildly cheesy smell ,https://www.amazon.com/stores/page/4C61C732-41D9-4C31-94CA-253662495575/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=ace9356f1644123b63917f2365fcf1fb
Cheetos (111) ,Cheetos White Cheddar Bites ,https://www.taquitos.net/cheese_puffs/Cheetos-White-Cheddar-Bites,"Taste test: This version of Cheetos featured tater tot-like shapes, except a bit smaller. They had a pale yellow color on the outside, thanks to the evenly applied, off-white cheese powder on an already pale yellow corn puff.",Smell test: Very strong white cheddar smell. Nice. ,https://www.amazon.com/stores/page/4C61C732-41D9-4C31-94CA-253662495575/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=ace9356f1644123b63917f2365fcf1fb
Cheetos (111) ,Cheetos X e O Sabor A Cheeseburger ,https://www.taquitos.net/snacks.php?snack_code=977,"Taste test: These have sort of a slight pickle taste to them, and they also taste cheesy, but they don't really taste like a cheeseburger.","Smell test: Sort of a mild pickle-like smell, not bad. ",https://www.amazon.com/stores/page/4C61C732-41D9-4C31-94CA-253662495575/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=ace9356f1644123b63917f2365fcf1fb
Cheetos (111) ,Cheetos X's & O's ,https://www.taquitos.net/snacks.php?snack_code=215,Taste test: The Xs are better than the Os.,Smell test: Cheese. ,https://www.amazon.com/stores/page/4C61C732-41D9-4C31-94CA-253662495575/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=ace9356f1644123b63917f2365fcf1fb
Cheetos (111) ,Cheetos X&O Pizza Flavored Corn Snack ,https://www.taquitos.net/snacks.php?snack_code=3045,"Taste test: These were shaped like X's and O's, similar to other Cheetos varieties, but these had a very mild pizza flavor.",Smell test: Smells like pizza sauce. ,https://www.amazon.com/stores/page/4C61C732-41D9-4C31-94CA-253662495575/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=ace9356f1644123b63917f2365fcf1fb
Cheetos (111) ,Cheetos Xtra Flamin' Hot Cheese and Chili  ,https://www.taquitos.net/cheese_puffs/Cheetos-Xtra-Flamin-Hot-Mexico,"Taste test: This version of Cheetos had lots of intense red-orange seasoning powder on the irregularly shaped corn curls, and the bag had an unusually high proportion of extra-thick pieces (something that we refer to as the ""Cheeto de Milo"" around the Taquitos.net offices).",Smell test: Some sharp chili pepper spices. ,https://www.amazon.com/stores/page/4C61C732-41D9-4C31-94CA-253662495575/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=ace9356f1644123b63917f2365fcf1fb
Cheetos (111) ,Cheetos Xxtra Flamin' Hot Asteroids Go Snacks ,https://www.taquitos.net/snacks.php?snack_code=2713,"Taste test: We've reviewed more than 80 kinds of Cheetos, but for this one, Chester Cheetah went to a new level of danger, adding something ""Xxtra"" to the previous generation of Flamin' Hot Asteroids. (There's also a corresponding crunchy curl with the same Xxtra Hot flavor.)","Smell test: Not much, and definitely no heat in the smell. ",https://www.amazon.com/stores/page/4C61C732-41D9-4C31-94CA-253662495575/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=ace9356f1644123b63917f2365fcf1fb
Cheetos (111) ,Cheetos Xxtra Flamin' Hot Crunchy ,https://www.taquitos.net/cheese_puffs/Cheetos-Xxtra-Flamin-Hot-Crunchy,"Taste test: These crunchy cheese curls should not be confused with the regular Cheetos Flamin' Hot, as they lived up to their name by being a scarier color (deep red, rather than orange-red) and impressively hotter. The curls were tasty and pretty hot upon biting in, and they kept getting hotter as I ate more, which I kept doing in between sips of lemonade. The lemonade was able to temper the heat only temporarily, so the increasingly hot aftertaste quickly came back in full force.",Smell test: Kind of tangy but not actually hot. ,https://www.amazon.com/stores/page/4C61C732-41D9-4C31-94CA-253662495575/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=ace9356f1644123b63917f2365fcf1fb
Cheetos (111) ,Doritos Dinamita Chile Limón/Cheetos Flamin' Hot ,https://www.taquitos.net/chips/Cheetos-Flamin-Hot-Doritos-Dinamita-Chile-Lime,"Taste test: This was a groundbreaking snack, as it was the first attempt we've seen to package Cheetos and Doritos together exclusively in the same bag. (They've been together before, along with other snacks, in bags of Munchies.)",Smell test: Not much. ,https://www.amazon.com/stores/page/0C373ABF-8376-4771-9DDD-BEA78218C897/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=30aa05b949c7dab8da0d8198808ac610
Cheetos (111) ,Giant Cheetos ,https://www.taquitos.net/cheese_puffs/Giant_Cheetos,"Taste test: Each piece in this bag of Cheetos was quite large, as you would expect from the Giant Cheetos name, with a tube-like shape, kind of like a marshmallow, though somewhat irregular, with rounded-off ends. Each tube was about an inch and a half in diameter and about an inch and a half long.","Smell test: Pretty good cheese smell, not that string. ",https://www.amazon.com/stores/page/4C61C732-41D9-4C31-94CA-253662495575/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=ace9356f1644123b63917f2365fcf1fb
Cheetos (111) ,Giant Cheetos Flamin' Hot ,https://www.taquitos.net/cheese_puffs/Giant_Cheetos_Flamin_Hot,"Taste test: This new shape of Cheetos bag (about 3 inches high by 8 inches wide, with openings at the sides) brought the shape of the regular Giant Cheetos (the world's largest Cheetos) and combined it with the spices from Flamin' Hot Crunchy Cheetos.",Smell test: Barely any. ,https://www.amazon.com/stores/page/4C61C732-41D9-4C31-94CA-253662495575/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=ace9356f1644123b63917f2365fcf1fb
Cheetos (111) ,Giant Cheetos White Cheddar Snowballs ,https://www.taquitos.net/cheese_puffs/Cheetos-Giant-White-Cheddar-Snowballs,Taste test: This latest Giant Cheetos followed in the tradition of the original Giant Cheetos and Flamin' Hot version with the same size and shape — about the same as a typical marshmallow.,Smell test: Mild cheddar cheese smell. ,https://www.amazon.com/stores/page/4C61C732-41D9-4C31-94CA-253662495575/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=ace9356f1644123b63917f2365fcf1fb
Cheetos (111) ,Go Snacks Cheetos Asteroids ,https://www.taquitos.net/snacks.php?snack_code=1077,"Taste test: These are miniature cheese balls, very small in fact. They remind me of the Planters Cheez Balls. These are smaller, with a good cheese taste, but you'll still get orange residue on your fingers. Be careful out there!",Smell test: The Cheetos smell we all love and adore. ,https://www.amazon.com/stores/page/4C61C732-41D9-4C31-94CA-253662495575/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=ace9356f1644123b63917f2365fcf1fb
Cheetos (111) ,Go Snacks Cheetos Asteroids Flamin' Hot ,https://www.taquitos.net/snacks.php?snack_code=2280,"Taste test: These hot cheese balls used to be sold in cans like this, and Frito-Lay has announced they're coming back in bags under the Flavor Shots brand.",Smell test: Not much. ,https://www.amazon.com/stores/page/4C61C732-41D9-4C31-94CA-253662495575/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=ace9356f1644123b63917f2365fcf1fb
Cheetos (111) ,Korean Cheetos ,https://www.taquitos.net/snacks.php?snack_code=1559,Taste test: These are the Korean version of Cheetos.,"Smell test: Not a bag smell, but they definitely don't smell like Cheetos. ",https://www.amazon.com/stores/page/4C61C732-41D9-4C31-94CA-253662495575/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=ace9356f1644123b63917f2365fcf1fb
Cheetos (111) ,Matutano Cheetos Pandilla/Fantasmas Sabor a Queso/Queijo ,https://www.taquitos.net/snacks.php?snack_code=1971,"Taste test: These are different from any Cheetos I've ever seen, in several notable ways.","Smell test: OK cheese smell, kind of sharp. ",https://www.amazon.com/stores/page/4C61C732-41D9-4C31-94CA-253662495575/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=ace9356f1644123b63917f2365fcf1fb
Cheetos (111) ,Simply Cheetos Crunchy White Cheddar ,https://www.taquitos.net/cheese_puffs/Simply-Cheetos-Crunchy-White-Cheddar,Taste test: This version of Cheetos took on the irregular shapes of the original flagship Crunchy Cheetos but with a light yellow color rather than fluorescent orange.,Smell test: Nice toasted corn smell with a hint of cheese. ,https://www.amazon.com/stores/page/4C61C732-41D9-4C31-94CA-253662495575/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=ace9356f1644123b63917f2365fcf1fb
Cheetos (111) ,Simply Cheetos Puffed Corn White Cheddar ,https://www.taquitos.net/cheese_puffs/Simply-Cheetos-Puffed-Corn-White-Cheddar,"Taste test: This version of Cheetos consisted of small, C-shaped twists with a very pale yellow color.","Smell test: A bit strange. Not really like cheese, not like corn either, but not really bad. ",https://www.amazon.com/stores/page/4C61C732-41D9-4C31-94CA-253662495575/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=ace9356f1644123b63917f2365fcf1fb
Cheetos (111) ,Simply Cheetos Puffs White Cheddar ,https://www.taquitos.net/cheese_puffs/Simply-Cheetos-Puffs-White-Cheddar,"Taste test: This version of Cheetos Puffs was narrower than the standard ones, and rather than being orange, had a light yellow color. Most of the puffs were fairly straight, with just a slight curvature in most cases.",Smell test: Very nice white cheddar smell. ,https://www.amazon.com/stores/page/4C61C732-41D9-4C31-94CA-253662495575/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=ace9356f1644123b63917f2365fcf1fb
Cheetos (111) ,Simply Cheetos Puffs White Cheddar Jalapeño ,https://www.taquitos.net/chips/Simply-Cheetos-Puffs-White-Cheddar-Jalapeno,"Taste test: This version of Cheetos consisted of puffs that were much thinner than the standard Cheetos puffs (but the same thickness as the non-Jalapeño white cheddar Simply version), with generally just a small curvature, a strong yellow color and a smattering of small dark seasoning bits.","Smell test: Strong cheese flavor, not really a good one. Couldn't really notice any of the jalapeno, but maybe just because the cheese smelled bad. ",https://www.amazon.com/stores/page/4C61C732-41D9-4C31-94CA-253662495575/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=ace9356f1644123b63917f2365fcf1fb
Cheetos (111) ,Simply Good Cheetos ,https://www.taquitos.net/cheese_puffs/Simply-Good-Cheetos,"Taste test: This version of Cheetos from Taiwan had generally the same types of wiggly shapes as other Crunchy Cheetos, with a pale yellow color and some whitish areas, much like other white cheddar snacks.","Smell test: More toasted corn than cheese, but nice. ",https://www.amazon.com/stores/page/4C61C732-41D9-4C31-94CA-253662495575/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=ace9356f1644123b63917f2365fcf1fb
Cheetos (111) ,Tseetos ,https://www.taquitos.net/snacks.php?snack_code=774,Taste test: These are the Israeli version of Cheetos.,"Smell test: Cheesy, sort of buttery smell. Mild. ",https://www.amazon.com/stores/page/4C61C732-41D9-4C31-94CA-253662495575/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=ace9356f1644123b63917f2365fcf1fb
Cheez Doodles (18) ,Cheez Doodles Extra Crunchy Extreme ,https://www.taquitos.net/chips/Cheez-Doodles-Extreme,"Taste test: As someone who has reviewed more than 300 kinds of cheese puffs, I've gotta say that new extension of the venerable Cheez Doodles line this was an odd one — at least the way that it was marketed.",Smell test: Strong spicy cheese smell. Very unexpected!  ,https://www.amazon.com/s/ref=as_li_ss_tl?k=cheese+puffs&rh=n:16322721&ref=nb_sb_noss&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=518a4a9611755007509a1a636e81e4e5
Cheez Doodles (18) ,Cheez Doodles Extra Crunchy Queso Habanero  ,https://www.taquitos.net/cheese_puffs/Cheez-Doodles-Queso-Habanero,"Taste test: We've enjoyed many very tasty hot cheese curls — as well as some that were hot but not particularly tasty — so the promise of a Queso Habanero flavor had us very eager to try this new one from Wise. It boasted the same ""Extra Crunchy"" claim as the Extreme flavor. The curls had a light orange color with some darker seasoning spots too.",Smell test: Nice cheese and toasted corn smell. ,https://www.amazon.com/s/ref=as_li_ss_tl?k=cheese+puffs&rh=n:16322721&ref=nb_sb_noss&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=518a4a9611755007509a1a636e81e4e5
Cheez Doodles (18) ,Cheez Doodles Mix Crunchy & Balls ,https://www.taquitos.net/cheese_puffs/Cheez-Doodles-Mix-Crunchy-and-Balls,"Taste test: Four years ago, we saw cheese puff behemoth Cheetos (Chester Cheetah, CEO) bring innovation to the category by putting four different shapes of puffs/curls in the same bag, with mixes flavored as Cheezy Salsa,  Flamin' Hot,  Xtra Cheezy and  P41. Cheez Doodles from Wise might be four years late, including only two shapes — the previously reviewed crunchy curls and new-to-us Puffed Balls — rather than four, having just one flavor, and doing it only as a limited edition, but at least they have finally joined the multiple-kinds-of-puffs game!",Smell test: Very strong cheese smell. Way above your typical cheese puffs. ,https://www.amazon.com/s/ref=as_li_ss_tl?k=cheese+puffs&rh=n:16322721&ref=nb_sb_noss&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=518a4a9611755007509a1a636e81e4e5
Cheez Doodles (18) ,Wise Cheez Croc-o-Doodles ,https://www.taquitos.net/cheese_puffs/Wise_Cheez_Croc-o-Doodles,"Taste test: This bag was filled less than halfway with smallish, remotely crocodile-shaped cheese puffs, each about an inch long but curved. I guess the shape was supposed to be the torso of the crocodile with two legs jutting out on each side, but if not for the crocodile-themed name and illustration on the bag, I would have never have guessed that it was a crocodile shape.",Smell test: Strong cheese smell. Too strong. Ick. ,https://www.amazon.com/s/ref=as_li_ss_tl?k=cheese+puffs&rh=n:16322721&ref=nb_sb_noss&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=518a4a9611755007509a1a636e81e4e5
Cheez Doodles (18) ,Wise Cheez Doodle Heads ,https://www.taquitos.net/snacks.php?snack_code=396,"Taste test: These cheese puffs are disc-shaped, with two eyes and a smiley mouth carved out to form a face.",Smell test: Mild cheese aroma. ,https://www.amazon.com/s/ref=as_li_ss_tl?k=cheese+puffs&rh=n:16322721&ref=nb_sb_noss&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=518a4a9611755007509a1a636e81e4e5
Cheez Doodles (18) ,Wise Cheez Doodle O's ,https://www.taquitos.net/snacks.php?snack_code=397,"Taste test: These are moderately crunchy cheese puffs — not as crunchy as a crunchy cheese curl, such as Crunchy Cheetos, but crunchier than a cheese puff, such as Jax.",Smell test: Mild cheesy smell ,https://www.amazon.com/s/ref=as_li_ss_tl?k=cheese+puffs&rh=n:16322721&ref=nb_sb_noss&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=518a4a9611755007509a1a636e81e4e5
Cheez Doodles (18) ,Wise Cheez Doodles Cheese Flavored Potato Chips ,https://www.taquitos.net/snacks.php?snack_code=2146,Taste test: One of the great trends in potato chips has been flavors that authentically imitate the tastes of various kinds of food.,"Smell test: Wow, it really does smell like Cheez Doodles. ",https://www.amazon.com/gp/search?ie=UTF8&keywords=potato%20chips&tag=taquitosnet-ta-1-20&index=grocery&linkCode=ur2&camp=1789&creative=9325
Cheez Doodles (18) ,Wise Cheez Doodles Crunchy Hot & Tangy ,https://www.taquitos.net/snacks.php?snack_code=2545,Taste test: One of the many nice things about Chicago is that there are several snack companies selling hot cheese curls.,"Smell test: Not hot, definitely tangy, but still mild. ",https://www.amazon.com/s/ref=as_li_ss_tl?k=cheese+puffs&rh=n:16322721&ref=nb_sb_noss&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=518a4a9611755007509a1a636e81e4e5
Cheez Doodles (18) ,Wise Cheez Doodles Crunchy Jalapeño Cheddar ,https://www.taquitos.net/cheese_puffs/Cheez-Doodles-Crunchy-Jalapeno-Cheddar,"Taste test: This flavor of Cheez Doodles had the standard shapes of crunchy cheese curls, with a fairly light orange color overall, as the intense orange seasoning covered just a portion of the curls while the remaining exposed corn area was more yellowish orange.",Smell test: Very nice jalapeno kick. Could feel the heat in the air as soon as we opened the bag. ,https://www.amazon.com/s/ref=as_li_ss_tl?k=cheese+puffs&rh=n:16322721&ref=nb_sb_noss&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=518a4a9611755007509a1a636e81e4e5
Cheez Doodles (18) ,Wise Cheez Doodles Honey BBQ & Cheese Flavored ,https://www.taquitos.net/cheese_puffs/Wise_Cheez_Doodles_Honey_BBQ,Taste test: These cheese puffs looked pretty much like the standard Cheez Doodles in terms of shape and color.,"Smell test: Very mild, and nothing like I expected. Kind of like celery. ",https://www.amazon.com/s/ref=as_li_ss_tl?k=cheese+puffs&rh=n:16322721&ref=nb_sb_noss&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=518a4a9611755007509a1a636e81e4e5
